hvrecid,permitno,nocatch,nohrvrpt,harvdate,location,pots,soaktime,shrimp,keyid,keydate,year,comments,mailing,stat_area,,
c6bc4fcc-5ef0-47e2-9e83-1e57ca9f10f4,135634,0,0,5/31/2023,passage,2,49,2,ADFG WEB,10/10/2023,2023,NULL,0,NULL,,
af6b057e-0237-4abf-acce-12486f6a8331,122744,0,0,7/25/2023,Culross passage,2,20,1,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
509fee42-fa62-419e-a8a4-9b3d86af31c3,79153,1,0,7/21/2023,Outside of Bettles Bay,2,4,0,ADFG WEB,9/10/2023,2023,NULL,0,NULL,,
959b0dfa-c841-4d45-a369-c72a101636d1,94252,0,0,5/4/2023,blackstone bay,3,24,4,ADFG WEB,9/4/2023,2023,NULL,0,NULL,,
78f32fab-91e7-4e44-b1ce-196cb5f879ee,42489,0,0,5/29/2023,Port Valdez,2,24,3,ADFG WEB,10/13/2023,2023,NULL,0,NULL,,
ac447219-76fe-41ae-a14d-791e2519f771,309980,0,0,6/18/2023,"Cohcrain Bay, near Surprise Cove",2,15,0.5,ADFG WEB,9/5/2023,2023,NULL,0,NULL,,
7e859043-568e-4be5-9e80-1ddab067f2dc,332589,1,0,8/2/2023,"Jack Bay, AK",1,12,0,ADFG WEB,8/12/2023,2023,NULL,0,NULL,,
26e09abe-cf8c-4659-b386-baa62ac7a7cf,46698,0,0,9/1/2023,harrison lagon area,1,8,0.5,ADFG WEB,9/26/2023,2023,NULL,0,NULL,,
6247df9a-4424-4d17-a344-606aff5965ec,297189,0,0,7/13/2023,Port Nellie Juan,3,24,2.5,ADFG WEB,9/28/2023,2023,NULL,0,NULL,,
98dd1625-acd8-47b7-860c-a1e3c0679049,189488,0,0,6/30/2023,Valdez Narrows,2,24,1,ADFG WEB,10/8/2023,2023,NULL,0,NULL,,
d98a2c6d-98d4-433b-9bd8-b2b122a7f098,194726,0,0,8/18/2023,Jack pot,3,12,1.5,ADFG WEB,9/10/2023,2023,NULL,0,NULL,,
7d01efde-9dd8-40f3-b64d-7418f6330cb5,69916,0,0,5/21/2023,Port Wells,2,4,1,ADFG WEB,9/15/2023,2023,NULL,0,NULL,,
b2e7416f-f63a-4046-a504-d843e0d35608,129270,0,0,5/7/2023,Black stone bay,2,20,3,ADFG WEB,8/22/2023,2023,NULL,0,NULL,,
eb3130a0-f026-41e0-9c84-afe5023c81c0,157762,0,0,6/2/2023,Port of Valdez,2,48,2,ADFG WEB,8/29/2023,2023,NULL,0,NULL,,
7eb5f7c5-3739-47e2-b07d-7df5af5f9346,114553,0,0,7/4/2023,".5 mile west of salomon gulch, Port Valdez",2,48,3.5,ADFG WEB,9/20/2023,2023,NULL,0,NULL,,
a34c3153-3071-45c6-b132-d271d4eaed07,187470,0,0,5/18/2023,Simpson Bay,2,24,1,ADFG WEB,10/28/2023,2023,NULL,1,NULL,,
2c2476fc-cd26-46a9-ac55-32e12d6ae76e,73107,0,0,5/26/2023,Derickson,2,24,1,ADFG WEB,11/7/2023,2023,NULL,2,NULL,,
4cb21b2f-20ae-4667-996c-22d45ef71daa,218307,0,0,6/20/2023,Allison Point,2,24,1.08,ADFG WEB,9/1/2023,2023,NULL,0,NULL,,
3df57ec9-0e35-4fd3-8abc-7db975378d65,196498,0,0,7/10/2023,Sawmill,2,24,0.2,ADFG WEB,10/16/2023,2023,NULL,1,NULL,,
1a7ba8ee-793f-4844-90b7-9006eb6a395b,306053,0,0,7/1/2023,JAckpot Bay,3,8,2,ADFG WEB,7/26/2023,2023,NULL,0,NULL,,
8972eb13-efea-4b87-8dbe-625085f13828,232807,0,0,7/28/2023,Port of Valdez (Narrows),2,18,0.75,ADFG WEB,10/8/2023,2023,NULL,0,NULL,,
eaddf1c2-b86c-44d6-9314-ac301f3933d7,163553,1,0,5/12/2023,Blackstone bay,2,4.5,0,ADFG WEB,10/9/2023,2023,NULL,0,NULL,,
ddbd718f-6525-4ac6-9541-30194c179fa5,123562,0,0,6/16/2023,Perkins Point Valdez AK,2,36,2,ADFG WEB,9/28/2023,2023,NULL,0,NULL,,
ebe720a0-0ead-4fc6-9335-20a482ff46c7,215225,0,0,6/11/2023,Culross Passage a few miles from Applegate Island,2,24,0.1,ADFG WEB,9/9/2023,2023,NULL,0,NULL,,
3e7f189f-9c08-4040-a8b5-f8dfc1cc6765,44207,0,0,6/5/2023,Port of Valdez,2,24,1,ADFG WEB,11/6/2023,2023,NULL,2,NULL,,
fdf9e505-85aa-4be7-9b65-de4faf588b5e,308071,0,0,6/16/2023,port wells,2,12,1,ADFG WEB,10/13/2023,2023,NULL,0,NULL,,
0e35848e-ba23-4168-abcf-7728f6d44f73,19199,0,0,4/15/2023,Sawmill,2,12,0.25,ADFG WEB,10/6/2023,2023,NULL,0,NULL,,
cb2aaefd-daa8-432d-aa61-6cc27f36556a,69035,0,0,4/15/2023,BETTLES BAY,2,16,0.75,ADFG WEB,9/27/2023,2023,NULL,0,NULL,,
acf3808a-25f7-48df-96ba-4786c6c17812,257807,0,0,6/19/2023,Deepwater Bay,2,7,1,ADFG WEB,7/20/2023,2023,NULL,0,NULL,,
e0b34842-66d3-464e-bba1-90d520a51db7,12789,0,0,6/4/2023,Port Wells outside Pigot Bay,2,19,4,ADFG WEB,9/10/2023,2023,NULL,0,NULL,,
2af88976-7f2f-477d-8799-ce8ddbd41f52,39444,0,0,6/1/2023,Unakwik inlet,3,5,2,ADFG WEB,9/12/2023,2023,NULL,0,NULL,,
6fe952f7-073e-49ea-be6b-34f2119fff1f,25335,0,0,7/12/2023,Port Nellie Juan-King Bay,3,24,1,ADFG WEB,9/21/2023,2023,NULL,0,NULL,,
407fed94-00ef-4433-b9db-d12c845d95f6,229852,0,0,5/29/2023,Port Valdez,2,24,0.5,ADFG WEB,8/22/2023,2023,NULL,0,NULL,,
a695fdc6-d131-47ed-8920-f2e218b2813a,49344,0,0,4/15/2023,Unakwik bay,3,8,2,ADFG WEB,7/2/2023,2023,NULL,0,NULL,,
75735f32-447c-4042-81b7-c5a27839b697,50462,0,0,5/7/2023,Lower Herring Bay,3,8,1,ADFG WEB,9/14/2023,2023,NULL,0,NULL,,
bcd45dfd-c67f-4dc2-b2a6-277cd77f808c,288025,0,0,7/3/2023,Middle Rock,2,24,0.25,ADFG WEB,10/6/2023,2023,NULL,0,NULL,,
3635305a-a5fd-45d7-8813-84ec8c3ff02d,41916,0,0,6/2/2023,south perry passage,3,15,0.1,ADFG WEB,10/15/2023,2023,NULL,1,NULL,,
a7de32f6-3df9-46ac-9df0-c51738347981,571,0,0,5/15/2023,Icy Bay,3,29,0.5,ADFG WEB,5/27/2023,2023,NULL,0,NULL,,
4e7816ef-1209-4572-b6ec-aad255d0b9ab,100081,0,0,6/24/2023,Passage Canal,2,14,2,ADFG WEB,10/5/2023,2023,NULL,0,NULL,,
3570ba0d-f4f8-4624-85d2-8f3f3451fab8,229852,0,0,5/30/2023,Port  Valdez,2,24,0.5,ADFG WEB,8/22/2023,2023,NULL,0,NULL,,
faffbb78-ae96-49d0-8a48-5e77655e611c,108762,0,0,5/7/2023,Poe bay,2,180,1,ADFG WEB,8/24/2023,2023,NULL,0,NULL,,
5d479ded-f491-47f9-9a78-7f35d64aea9b,32262,0,0,5/2/2023,Port Valdez,2,14,2,ADFG WEB,8/31/2023,2023,NULL,0,NULL,,
d3d9b066-2c34-4fd4-9258-324d07c1033c,324971,0,0,6/24/2023,gold mine,2,24,1,ADFG WEB,9/22/2023,2023,NULL,0,NULL,,
d7be47a6-166d-4121-9fcc-4556c24d1600,45462,0,0,5/27/2023,PORT VALDEZ,2,48,2,ADFG WEB,9/11/2023,2023,NULL,0,NULL,,
26418596-2f52-4839-983c-47f6de7f1b0a,77198,0,0,5/18/2023,Port Valdez,2,24,2.5,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
16e870f7-1976-4a1f-8b73-91cc2ae714ee,79153,0,0,8/19/2023,Cochrane Bay,2,17,3.5,ADFG WEB,9/10/2023,2023,NULL,0,NULL,,
3b9db9ff-6afa-41c8-a0b0-f7740f669c0f,38734,0,0,7/15/2023,Long Bay,2,9,0.5,ADFG WEB,8/28/2023,2023,NULL,0,NULL,,
47e5fd74-1906-4337-a969-d2d10f1dbff8,33280,0,0,6/10/2023,Middle rock Valdez arm,2,12,1,ADFG WEB,10/8/2023,2023,NULL,0,NULL,,
94b9692a-2250-4ca9-898f-60e6384e79ba,46589,0,0,6/11/2023,Blackstone bay,2,6,1,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
893dfec7-aa37-436a-8d52-01b3ada06406,157571,1,0,7/26/2023,cochrane bay,2,7,0,ADFG WEB,9/28/2023,2023,NULL,0,NULL,,
59b1dd6d-3de3-4194-9091-15c0caaec71c,17798,0,0,5/21/2023,Passage Canal,2,18,3,ADFG WEB,8/26/2023,2023,NULL,0,NULL,,
2f2d4ae6-7961-454f-9cf1-bf7c3e01754f,359316,0,0,7/2/2023,McClure Bay,3,24,3,ADFG WEB,9/11/2023,2023,NULL,0,NULL,,
51c5b64f-7896-409e-83e7-24d538867d37,45680,0,0,6/18/2023,Squirrel bay,2,14,1,ADFG WEB,9/27/2023,2023,NULL,0,NULL,,
05846d5b-2b47-420b-826c-0e74b65542a6,173762,0,0,4/15/2023,Kings bay,3,48,0.25,ADFG WEB,10/20/2023,2023,NULL,1,NULL,,
752e809e-e90b-4772-925a-fab95439e892,302862,0,0,7/5/2023,PC,2,96,3,ADFG WEB,9/26/2023,2023,NULL,0,NULL,,
12f8f35f-b848-48db-8556-d620a0907d27,12026,0,0,6/1/2023,Port of Valdez,2,24,1,ADFG WEB,9/1/2023,2023,NULL,0,NULL,,
348a96bf-7104-495d-983c-31c274e1f36b,231953,0,0,7/5/2023,SHOUP BAY,2,12,0.5,ADFG WEB,11/6/2023,2023,NULL,2,NULL,,
05d776cb-e58e-41fa-8a86-e127dd331b26,412562,1,0,9/2/2023,Whittier,2,24,0,ADFG WEB,9/18/2023,2023,NULL,0,NULL,,
18f61567-0ecb-4a5d-a2b2-a1f5d19b0754,223225,0,0,9/1/2023,Blackstone Bay,2,126,6,ADFG WEB,10/5/2023,2023,NULL,0,NULL,,
053746e5-04d5-4c19-95e7-8c6c2f827768,17689,0,0,5/27/2023,middle rock,2,48,0.5,ADFG WEB,10/10/2023,2023,NULL,0,NULL,,
4b9f92cf-e5fb-4d13-ba60-29404492e537,38734,1,0,5/5/2023,Heather Bay,2,4,0,ADFG WEB,8/28/2023,2023,NULL,0,NULL,,
3744d58f-bdb0-4735-b0b5-c836419c4ac2,259443,0,0,6/30/2023,wells bay,2,4,0.5,ADFG WEB,10/12/2023,2023,NULL,0,NULL,,
e3fde62e-c858-4ecb-9b6c-bbb3e7d8e7e7,195162,0,0,6/30/2023,Port valdez,2,48,2,ADFG WEB,9/12/2023,2023,NULL,0,NULL,,
d2ae57e5-c459-450b-b490-cf70395406c3,186270,0,0,5/21/2023,Bettles Bay,2,6,1,ADFG WEB,9/18/2023,2023,NULL,0,NULL,,
676e9ea9-f968-46fe-940d-e91d24edfaf2,52943,0,0,5/27/2023,Glacier Island,3,18,1,ADFG WEB,9/18/2023,2023,NULL,0,NULL,,
36209a9a-985b-453b-a140-1f6673c7bf1a,153289,0,0,6/21/2023,"pws, passage canal",2,2,0.5,ADFG WEB,8/20/2023,2023,NULL,0,NULL,,
a32b6f33-69d7-421c-818a-8fa77ecdec77,29435,0,0,6/4/2023,Passage Canal,2,48,2,ADFG WEB,10/10/2023,2023,NULL,0,NULL,,
5655e674-939e-49c1-a460-f58b2a74a64c,219452,0,0,7/4/2023,Growler,3,12,2,ADFG WEB,9/27/2023,2023,NULL,0,NULL,,
21b8fe11-2753-4b53-a926-3dd9445b19bf,160526,0,0,7/29/2023,unakwik,3,7,1.5,ADFG WEB,10/5/2023,2023,NULL,0,NULL,,
1ba3297b-a519-4dcc-9a81-fa9df245608b,198607,0,0,6/14/2023,Pigot bay,3,96,0.5,ADFG WEB,11/12/2023,2023,NULL,2,NULL,,
c3c7dfeb-2db4-4622-b821-6f551c37d2b2,144834,0,0,5/22/2023,Port of Valdez,2,48,1.5,ADFG WEB,10/14/2023,2023,NULL,0,NULL,,
e98bff4e-3316-408b-812e-0d605ec1945d,319652,0,0,8/9/2023,Whittier Bay,2,14,0.5,ADFG WEB,10/15/2023,2023,NULL,1,NULL,,
db15f1e2-2af5-4466-a383-2b6203da210b,186652,0,0,10/8/2023,East Twin Bay,2,4,1,ADFG WEB,10/8/2023,2023,NULL,0,NULL,,
c666a520-542b-47ab-88c9-46d86c7e93aa,24734,0,0,6/17/2023,Blackstone Bay,2,10,1,ADFG WEB,7/24/2023,2023,NULL,0,NULL,,
82035c61-c523-4440-a2d2-26f6bdf1acab,238343,0,0,6/17/2023,McClure Bay,3,12,0.5,ADFG WEB,9/27/2023,2023,NULL,0,NULL,,
b6a7fd91-2096-4193-a087-b2aa870cc690,98025,0,0,7/16/2023,southside of esther is,3,14,4,ADFG WEB,9/11/2023,2023,NULL,0,NULL,,
a363f056-ea63-4edd-afc6-f9451620e0ee,116189,0,0,5/30/2023,Port Valdez,2,48,1.5,ADFG WEB,11/3/2023,2023,NULL,2,NULL,,
75e7dc28-bdba-488b-845a-00e6ab2e7389,379925,0,0,9/14/2023,Cochrane Bay,2,9,3,ADFG WEB,10/3/2023,2023,NULL,0,NULL,,
f96d1397-6259-4986-8f2e-a4eaa07f2164,167816,0,0,7/3/2023,PWS,2,12,2.5,ADFG WEB,9/17/2023,2023,NULL,0,NULL,,
7a52563d-2ef2-4315-b56a-0e1bd1922820,308071,0,0,8/5/2023,port wells passage,2,6,0.5,ADFG WEB,10/13/2023,2023,NULL,0,NULL,,
1c216d43-3494-4ecd-b3a3-c6bfdbd63dce,429543,0,0,8/27/2023,Esher Bay,2,48,0.25,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
0a0b82de-9be1-400b-bc88-fb2ab3a39e8d,149879,0,0,7/22/2023,Blackstone bay,2,12,5,ADFG WEB,9/20/2023,2023,NULL,0,NULL,,
d6fc66a7-d891-43df-9d52-dfdb149d16e2,167816,0,0,5/31/2023,PWS,2,12,1.5,ADFG WEB,9/17/2023,2023,NULL,0,NULL,,
1be971fb-f237-42ae-818f-e390e28f9be9,258971,0,0,7/8/2023,Blackstone point,2,24,1,ADFG WEB,7/8/2023,2023,NULL,0,NULL,,
194e2b6e-98b9-4ce8-9f99-fdca4db97134,385907,0,0,7/18/2023,Cooper Bay,2,4,1.2,ADFG WEB,8/10/2023,2023,NULL,0,NULL,,
3cb77b96-1310-45d7-ad06-7aaa4f95ee06,16344,0,0,6/19/2023,Valdez Narrows,2,24,2,ADFG WEB,9/12/2023,2023,NULL,0,NULL,,
420fb4fa-938d-457f-afa2-f5f242666d38,139288,0,0,7/15/2023,Passage canal,2,12,0.5,ADFG WEB,9/27/2023,2023,NULL,0,NULL,,
1b102411-f3be-4d58-9f42-c1236404cf24,379925,0,0,9/6/2023,Cochrane Bay,2,9,1.5,ADFG WEB,10/3/2023,2023,NULL,0,NULL,,
2a0c1e67-5d44-4f9b-8d79-5e75630d9157,47616,0,0,8/19/2023,Columbia Bay,3,8,2.6,ADFG WEB,9/26/2023,2023,NULL,0,NULL,,
aaedd63c-2642-4bdf-bd3e-1af424410048,22035,1,0,7/2/2023,Perry Island,3,6,0,ADFG WEB,9/12/2023,2023,NULL,0,NULL,,
5c2f9e44-802e-4b3c-9ef3-40c118bf5f3e,188016,1,0,6/14/2023,perry Island,2,24,0,ADFG WEB,9/29/2023,2023,NULL,0,NULL,,
bfd3926c-4594-463a-b85d-a1d47ce9e235,267598,1,0,8/19/2023,Passage Canal near Decision Point,2,5,0,ADFG WEB,11/5/2023,2023,NULL,2,NULL,,
c947a519-c2ad-4a31-9b8c-64b7c74fe487,167816,0,0,6/21/2023,PWS,2,12,2,ADFG WEB,9/17/2023,2023,NULL,0,NULL,,
ad2da9f6-86d9-4306-a5e0-1d5225069271,185125,0,0,6/25/2023,Wells Bay,3,12,2,ADFG WEB,8/21/2023,2023,NULL,0,NULL,,
54cd8312-7219-410e-bd99-55e4265e2d74,123753,0,0,4/30/2023,Logging Camp Bay,2,6,1,ADFG WEB,7/29/2023,2023,NULL,0,NULL,,
06ba3ac6-4a1a-4247-8981-d29390ef7633,131044,0,0,6/4/2023,Siwash Bay,2,12,7.5,ADFG WEB,6/4/2023,2023,NULL,0,NULL,,
0e754e14-62cf-4a3a-9196-002cb2e43a97,117580,0,0,5/29/2023,Shotgun Cove,2,48,1,ADFG WEB,10/11/2023,2023,NULL,0,NULL,,
1fb729e6-cb15-4fda-af37-7c05e4b4fc76,60035,0,0,8/2/2023,Long Bay,3,15,0.5,ADFG WEB,9/6/2023,2023,NULL,0,NULL,,
03c5193c-cec9-4de1-952d-b616b834c6cf,256607,0,0,6/3/2023,Jack Bay,2,20,1,ADFG WEB,9/21/2023,2023,NULL,0,NULL,,
a4626590-a1a0-41eb-8ec4-c52a1c354fe5,283080,0,0,6/10/2023,Pigot Bay,1,4,1,ADFG WEB,9/26/2023,2023,NULL,0,NULL,,
db058c0b-3043-404d-b073-edd0216cb596,1954,1,0,8/13/2023,Outside of Shoup Bay,1,5,0,ADFG WEB,9/30/2023,2023,NULL,0,NULL,,
336d9798-3b3f-44bf-b9fa-164dfeb5a948,268507,0,0,8/2/2023,Lake bay,2,7,2,ADFG WEB,10/18/2023,2023,NULL,1,NULL,,
b6ddd8e7-259a-4ecb-ac5e-721253e1ae81,251662,0,0,7/20/2023,esther island,3,12,1,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
8c6569f5-7062-468e-bff0-8686657e35bb,189025,0,0,6/2/2023,unakwik inlet,2,3,1,ADFG WEB,8/29/2023,2023,NULL,0,NULL,,
f29b5122-acc6-4942-8af6-4d387b1e7595,113162,0,0,7/14/2023,Cochrane,2,6,2,ADFG WEB,9/7/2023,2023,NULL,0,NULL,,
8c245a3d-12e1-4be5-b184-30425f2dd7cf,188343,0,0,9/2/2023,Harrison Lagoon,2,5,1.25,ADFG WEB,10/12/2023,2023,NULL,0,NULL,,
0f7c3899-650e-4f57-baaf-2a2282593ff2,228461,0,0,5/27/2023,South Culross Passage,2,48,0.25,ADFG WEB,8/4/2023,2023,NULL,0,NULL,,
4b816491-ead4-47c2-87de-3d684356d9ab,251662,1,0,5/12/2023,port wells,2,8,0,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
01b5b1de-adf9-4c58-b307-6796f66cec13,303026,0,0,7/3/2023,Blackstone bay,1,10,0.5,ADFG WEB,10/5/2023,2023,NULL,0,NULL,,
b261cd8f-f55e-421d-aad9-ca943b350fb6,108953,0,0,7/21/2023,Cochrane bay,2,4,0.25,ADFG WEB,8/24/2023,2023,NULL,0,NULL,,
13ff6c95-26e7-4d4a-8721-2ed0c621b139,281962,0,0,6/16/2023,passage canal,1,8,0.25,ADFG WEB,10/10/2023,2023,NULL,0,NULL,,
47e006af-f79f-4e1c-878b-1e2ccf3e6dae,16780,0,0,7/7/2023,Valdez north of the narrows by the waterfalls.,2,24,2.5,ADFG WEB,9/9/2023,2023,NULL,0,NULL,,
879751bc-bfd0-4302-b9c8-113e58e5dea4,280898,0,0,6/9/2023,Wells Bay,3,5,1.5,ADFG WEB,9/16/2023,2023,NULL,0,NULL,,
1f278ac8-305b-4dbd-8635-9f682eba6ff8,149170,0,0,5/13/2023,unakwik,3,24,6,ADFG WEB,9/30/2023,2023,NULL,0,NULL,,
388bafa4-f023-40fe-bcf6-4bc8967a5442,20099,0,0,8/2/2023,Passage Canal,2,42,1.5,ADFG WEB,8/26/2023,2023,NULL,0,NULL,,
3e9da657-c81b-4468-bb28-3ec1a01c3005,1954,0,0,9/2/2023,Outside of Shoup Bay,2,7,0.5,ADFG WEB,9/30/2023,2023,NULL,0,NULL,,
8210bf2b-2d09-40e8-afc2-fc2480636bb9,312035,0,0,7/25/2023,South Culuross Passage,2,12,0.13,ADFG WEB,8/10/2023,2023,NULL,0,NULL,,
f10ed649-8660-4bee-b41b-dd12b71c78f0,117580,0,0,5/16/2023,shotgun cove,2,72,1.5,ADFG WEB,10/11/2023,2023,NULL,0,NULL,,
961e562c-a39d-4fe9-9cbb-76344a02ed50,91189,0,0,7/28/2023,Esther bay,2,14,0.1,ADFG WEB,10/1/2023,2023,NULL,0,NULL,,
1aeca7b1-7437-47b9-9e62-a6842aaf10a7,319461,0,0,6/18/2023,Passage Canal,2,6,1,ADFG WEB,9/20/2023,2023,NULL,0,NULL,,
bddc521c-4ae0-4e96-8f42-7dbf7ae6ea6e,47280,0,0,4/16/2023,3 Finger Cove,2,12,4,ADFG WEB,9/28/2023,2023,NULL,0,NULL,,
a56778ee-2bf3-45b5-b49c-b2b253231aea,93452,0,0,5/5/2023,Passage Canal,2,12,3.3,ADFG WEB,6/8/2023,2023,NULL,0,NULL,,
7c4b233f-13e4-4575-ab5d-83d7bf91d0d0,179525,0,0,6/10/2023,Cochran bay,2,4,3,ADFG WEB,9/28/2023,2023,NULL,0,NULL,,
c162423c-a4c7-4233-abaf-e7096438351d,47943,0,0,4/19/2023,Valdez Narrows,2,10,1.5,ADFG WEB,9/26/2023,2023,NULL,0,NULL,,
7e7dc002-2e22-408f-9832-37c89a09e7b6,194344,0,0,7/1/2023,hummer bay,2,4,1,ADFG WEB,9/17/2023,2023,NULL,0,NULL,,
5d7e23c9-3368-4e1d-8c5f-1328036f561f,200644,0,0,5/26/2023,Heather Bay,3,24,0.25,ADFG WEB,8/5/2023,2023,NULL,0,NULL,,
a05a2845-d68d-4938-9ce6-ed764d0a2963,139670,0,0,5/15/2023,Simpson Bay,3,120,0.3,ADFG WEB,9/27/2023,2023,NULL,0,NULL,,
045af84c-e327-433d-92d6-08799ce8e5de,191799,0,0,6/1/2023,Coghill Bay,2,12,0.3,ADFG WEB,9/26/2023,2023,NULL,0,NULL,,
faab05df-29ca-445c-bcb8-d75899eef644,44198,0,0,5/21/2023,Jacks Bay,2,14,0.5,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
90cb29d0-9206-470c-9cd9-1e82c59ed2cf,2317,1,0,10/22/2023,Knight island lower passage,3,24,0,ADFG WEB,10/22/2023,2023,NULL,1,NULL,,
7d7376d8-ef48-43ee-a558-fb6d71812164,378479,0,0,8/5/2023,Blackstone bay,2,23,2,ADFG WEB,10/6/2023,2023,NULL,0,NULL,,
b03f1701-dc3d-44c8-acf4-0f8b6d735a4b,341980,0,0,8/2/2023,Passage Canal,2,12,0.5,ADFG WEB,9/23/2023,2023,NULL,0,NULL,,
73206a93-31ed-43a7-a95c-61b7f1d4a0db,60035,0,0,6/18/2023,Wells Bay,3,14,8,ADFG WEB,9/6/2023,2023,NULL,0,NULL,,
02bf2dad-852f-45df-b620-370220047ea1,163362,0,0,6/16/2023,Logging camp bay,2,48,1.5,ADFG WEB,6/16/2023,2023,NULL,0,NULL,,
d30b69fa-24ff-4b20-9c95-491068544f21,78443,0,0,8/13/2023,Valdez,2,48,1.25,ADFG WEB,10/13/2023,2023,NULL,0,NULL,,
44f941d2-4bed-491b-b368-df38c18d6689,35780,0,0,6/10/2023,passage canal,2,24,2,ADFG WEB,9/13/2023,2023,NULL,0,NULL,,
980fb598-4c52-46f8-a476-5a7947080e53,259443,0,0,7/2/2023,wells bay,2,12,1.5,ADFG WEB,10/12/2023,2023,NULL,0,NULL,,
89d24180-ecd4-42e6-b212-1cb9c2b31eca,48743,1,0,5/30/2023,Iktua Bay,3,7,0,ADFG WEB,9/20/2023,2023,NULL,0,NULL,,
0970ef6a-f9cb-4c77-a2eb-2f211f19dd97,47725,0,0,6/3/2023,Blckstone Bay,2,22,4,ADFG WEB,10/15/2023,2023,NULL,1,NULL,,
91a31385-4665-41e6-ad19-e07750953c72,385907,0,0,7/16/2023,cooper bay,2,3.5,2,ADFG WEB,8/10/2023,2023,NULL,0,NULL,,
c068f19d-625b-4212-ab4a-87d4b183c00a,181189,0,0,5/19/2023,Cochran Bay,2,48,1,ADFG WEB,8/31/2023,2023,NULL,0,NULL,,
831a94f4-1c9f-49fe-8286-a6e7e7c05822,132189,0,0,6/21/2023,Entrance to Valdez small boat harbor,2,24,1,ADFG WEB,9/14/2023,2023,NULL,0,NULL,,
18abd0d0-4ebd-4041-8b4b-2edef1078435,161017,0,0,7/2/2023,Glacier Island,3,14,3,ADFG WEB,9/11/2023,2023,NULL,0,NULL,,
c1519520-0172-4b41-a789-47ef135ae883,252480,0,0,6/6/2023,Port of Valdez,2,24,0.75,ADFG WEB,10/8/2023,2023,NULL,0,NULL,,
6faf47fe-0c0b-4e54-81fa-17f4acbe86c6,136989,0,0,7/19/2023,passage canal,2,1000,0.5,ADFG WEB,10/30/2023,2023,NULL,1,NULL,,
aaa13ac3-4cb2-4e62-b53d-e6ce52341845,87870,0,0,5/4/2023,Valdez Arm,2,72,3.5,ADFG WEB,10/12/2023,2023,NULL,0,NULL,,
8e56115f-6c52-4744-8672-eefcb9757a3f,323962,0,0,8/6/2023,Bush Banks,2,72,3,ADFG WEB,10/3/2023,2023,NULL,0,NULL,,
6c23991a-3869-4e0a-8ea9-6f71857fb8dd,19426,0,0,5/29/2023,Harrison Lagoon,2,24,0.25,ADFG WEB,9/15/2023,2023,NULL,0,NULL,,
50f59eff-8d78-4f94-a5e1-e6da4c70816c,216962,0,0,6/20/2023,Passage Canal,2,48,2,ADFG WEB,9/19/2023,2023,NULL,0,NULL,,
fb2c4f00-9c79-4e33-a9c1-28663e3ec239,160526,0,0,7/22/2023,mcclure bay,3,33,0.25,ADFG WEB,10/5/2023,2023,NULL,0,NULL,,
33c17bb8-bd16-4463-9ddb-6c0153ba72db,68098,0,0,7/23/2023,blackstone bay,2,48,3,ADFG WEB,9/27/2023,2023,NULL,0,NULL,,
44aec383-0a9a-4dcb-b808-50f51491e7a7,186098,0,0,7/20/2023,Black stone,2,8,2,ADFG WEB,7/20/2023,2023,NULL,0,NULL,,
e5a6c106-9824-4a7c-a106-ae4e8ec0144b,383316,0,0,7/19/2023,Heather Bay,3,12,1,ADFG WEB,9/26/2023,2023,NULL,0,NULL,,
066b3610-a4e4-4d50-a3db-df4430ebe4a7,437297,0,0,9/2/2023,Valdez bay,1,6,1,ADFG WEB,9/19/2023,2023,NULL,0,NULL,,
25993ac4-a686-487d-8182-3987f922ee39,35562,1,0,7/22/2023,McClure Bay,3,6,0,ADFG WEB,9/2/2023,2023,NULL,0,NULL,,
4037909f-d33f-444b-9990-f73f92ded75c,60689,0,0,4/16/2023,Port wells,2,12,5,ADFG WEB,10/11/2023,2023,NULL,0,NULL,,
7ee88bcf-5e52-47af-a5ab-518be5cc74c2,13816,0,0,5/19/2023,Black stone Bay,2,24,5,ADFG WEB,9/30/2023,2023,NULL,0,NULL,,
2c375b6d-fe5b-495d-8714-7b52d1c4212c,349052,0,0,7/23/2023,Blackstone bay,2,12,4,ADFG WEB,9/30/2023,2023,NULL,0,NULL,,
369eefd5-0444-4deb-af5a-b663df903b9c,341252,0,0,7/15/2023,Wells Bay,3,12,4,ADFG WEB,7/20/2023,2023,NULL,0,NULL,,
98352e26-ae24-4546-89cf-785408f1c570,314189,0,0,9/3/2023,"Entrance Narrows, past Shoup Bay",2,24,0.5,ADFG WEB,9/13/2023,2023,NULL,0,NULL,,
3e35e822-c234-424f-baa9-1521b5c012a3,232771,0,0,8/17/2023,Pigot bay,2,24,1.5,ADFG WEB,10/13/2023,2023,NULL,0,NULL,,
275363da-03d9-400f-8426-610a85f05bfd,234252,0,0,8/3/2023,Prince William Sound,2,72,3,ADFG WEB,10/2/2023,2023,NULL,0,NULL,,
